symbol,name,market_cap,last_price,avg_daily_volume_value,sector,industry
RAMCOSYS.NS,Ramco Systems Limited,15165171712,405.05,135093709.07677814,Technology,Software - Application
NITCO.NS,Nitco Limited,15160612864,66.17,17360544.80968399,Industrials,Building Products & Equipment
SDBL.NS,Som Distilleries & Breweries Limited,15129673728,72.51,70594027.06159541,Consumer Defensive,Beverages - Brewers
ORIENTHOT.NS,Oriental Hotels Limited,15127350272,84.7,28929481.474326577,Consumer Cyclical,Lodging
SERVOTECH.NS,Servotech Renewable Power System Limited,15093221376,66.83,120485905.95812862,Industrials,Electrical Equipment & Parts
SANSTAR.NS,Sanstar Limited,15062488064,82.65,15153130.23312327,Basic Materials,Chemicals
VIDHIING.NS,Vidhi Specialty Food Ingredients Limited,15059924992,300.15,9056521.985306803,Basic Materials,Specialty Chemicals
WINDLAS.NS,Windlas Biotech Limited,15023560704,712.55,26434651.39123942,Healthcare,Drug Manufacturers - Specialty & Generic
LANDMARK.NS,Landmark Cars Limited,15012392960,361.55,32907495.32753296,Consumer Cyclical,Auto & Truck Dealerships
RACLGEAR.NS,RACL Geartech Limited,14859158528,1258.3,300827395.88543296,Consumer Cyclical,Auto Parts
TALBROAUTO.NS,Talbros Automotive Components Limited,14848707584,240.55,30559284.3907547,Consumer Cyclical,Auto Parts
NIBE.NS,NIBE Limited,14793354240,990.1,84343904.77006225,Industrials,Conglomerates
RISHABH.NS,Rishabh Instruments Limited,14684249088,381.25,44527317.03806966,Technology,Scientific & Technical Instruments
SOMANYCERA.NS,Somany Ceramics Limited,14673408000,356.3,26971744.286128744,Industrials,Building Products & Equipment
KALAMANDIR.NS,Sai Silks (Kalamandir) Limited,14599241728,98.72,70515429.49630356,Consumer Cyclical,Apparel Retail
GARUDA.NS,Garuda Construction and Engineering Limited,14434496512,155.14,216746525.30161744,Industrials,Engineering & Construction
GODAVARIB.NS,Godavari Biorefineries Limited,14370213888,280.8,163406447.5552063,Basic Materials,Chemicals
DELTACORP.NS,Delta Corp Limited,14289682432,53.35,62037882.457840346,Consumer Cyclical,Resorts & Casinos
ARMANFIN.NS,Arman Financial Services Limited,14169315328,1347.8,71511493.39981283,Financial Services,Credit Services
DCW.NS,DCW Limited,14165152768,40.6,62344285.78101921,Basic Materials,Chemicals
RICOAUTO.NS,Rico Auto Industries Limited,14123526144,104.36,528675319.27133536,Consumer Cyclical,Auto Parts
MOBIKWIK.NS,One Mobikwik Systems Limited,14112113664,179.41,549545645.5071375,Technology,Software - Infrastructure
VERANDA.NS,Veranda Learning Solutions Limited,14043036672,143.5,37048697.27513529,Consumer Defensive,Education & Training Services
ASIANTILES.NS,Asian Granito India Limited,14000008192,60.24,267805220.16671345,Industrials,Building Products & Equipment
GOCOLORS.NS,Go Fashion (India) Limited,13945120768,258.2,64153638.59869079,Consumer Cyclical,Apparel Retail
BFINVEST.NS,BF Investment Limited,13909123072,366.9,7081827.7773040775,Financial Services,Asset Management
INDOTECH.NS,Indo Tech Transformers Limited,13875597312,1305.8,68248562.65734456,Industrials,Electrical Equipment & Parts
DOLLAR.NS,Dollar Industries Limited,13857625088,243.8,25279379.740947977,Consumer Cyclical,Apparel Manufacturing
SURYODAY.NS,Suryoday Small Finance Bank Limited,13766658048,129.52,41470095.810988106,Financial Services,Banks - Regional
DLINKINDIA.NS,D-Link (India) Limited,13739671552,386.75,88021637.26325683,Technology,Communication Equipment
SPORTKING.NS,Sportking India Limited,13691767808,107.58,26896189.042697906,Consumer Cyclical,Textile Manufacturing
KRISHNADEF.NS,Krishna Defence And Allied Industries Limited,13689273344,973.7,179615669.02952677,Industrials,Specialty Industrial Machinery
UGROCAP.NS,Ugro Capital Limited,13675251712,89.16,72696579.51550369,Financial Services,Credit Services
NGLFINE.NS,NGL Fine-Chem Limited,13513046016,2167.0,22518915.61787923,Healthcare,Drug Manufacturers - General
ASTEC.NS,Astec LifeSciences Limited,13508257792,606.25,53816850.73986206,Basic Materials,Agricultural Inputs
FINOPB.NS,Fino Payments Bank Limited,13470713856,161.81,90736581.53883617,Financial Services,Banks - Regional
SHANTIGOLD.NS,Shanti Gold International Limited,13435089920,186.35,109592132.63901062,Consumer Cyclical,Luxury Goods
ASALCBR.NS,Associated Alcohols & Breweries Ltd.,13408704512,705.2,39332845.165718585,Consumer Defensive,Beverages - Wineries & Distilleries
SANGHIIND.NS,Sanghi Industries Limited,13381286912,51.8,60864105.14915123,Basic Materials,Building Materials
TIL.NS,TIL Limited,13376884736,200.0,20172674.343085732,Industrials,Farm & Heavy Construction Machinery
SOLARWORLD.NS,Solarworld Energy Solutions Limited,13348455424,154.01,40552499.3726593,Technology,Solar
NELCO.NS,NELCO Limited,13337191424,584.25,50488931.20598755,Technology,Communication Equipment
SURAKSHA.NS,Suraksha Diagnostic Limited,13324862464,255.85,4805721.560625204,Healthcare,Diagnostics & Research
SILVERTUC.NS,Silver Touch Technologies Limited,13315050496,105.0,60338288.42401708,Technology,Information Technology Services
JAGRAN.NS,Jagran Prakashan Limited,13306474496,61.11,13329834.158285523,Communication Services,Publishing
SMCGLOBAL.NS,SMC Global Securities Limited,13248738304,63.27,121032558.3520373,Financial Services,Capital Markets
JINDRILL.NS,Jindal Drilling And Industries Limited,13214788608,455.9,1710859026.2523906,Energy,Oil & Gas Equipment & Services
SIMPLEXINF.NS,Simplex Infrastructures Limited,13172538368,166.54,22226457.43394165,Industrials,Engineering & Construction
LGHL.NS,Laxmi Goldorna House Limited,13164323840,262.8,20084489.229359943,Consumer Cyclical,Luxury Goods
SULA.NS,Sula Vineyards Limited,13153278976,155.7,64418534.85020193,Consumer Defensive,Beverages - Wineries & Distilleries
MOTISONS.NS,Motisons Jewellers Limited,13000968192,12.97,123483657.82925116,Consumer Cyclical,Luxury Goods
JGCHEM.NS,J.G.Chemicals Limited,12990180352,331.5,38891680.08850708,Basic Materials,Other Industrial Metals & Mining
SPMLINFRA.NS,SPML Infra Limited,12979932160,166.77,328652869.78226316,Industrials,Engineering & Construction
DYCL.NS,Dynamic Cables Limited,12965108736,268.05,54493582.98736878,Industrials,Electrical Equipment & Parts
STALLION.NS,Stallion India Fluorochemicals Limited,12963294208,111.67,148161511.0661372,Basic Materials,Specialty Chemicals
JPOLYINVST.NS,Jindal Poly Investment and Finance Company Limited,12927570944,1229.8,325343385.635437,Financial Services,Asset Management
VINDHYATEL.NS,Vindhya Telelinks Limited,12919810048,1090.2,30940427.941691082,Industrials,Engineering & Construction
AWHCL.NS,Antony Waste Handling Cell Limited,12903439360,454.8,62456719.06501668,Industrials,Waste Management
MCLOUD.NS,Magellanic Cloud Limited,12895868928,21.85,57505521.62818985,Technology,Information Technology Services
WENDT.NS,Wendt (India) Limited,12876000256,6438.0,48075210.1,Industrials,Tools & Accessories
AURUM.NS,Aurum PropTech Limited,12872351744,169.0,13152830.818881225,Real Estate,Real Estate Services
JNKINDIA.NS,JNK India Limited,12860447744,229.84,80258113.9493627,Industrials,Specialty Industrial Machinery
ALLTIME.NS,All Time Plastics Limited,12839525376,196.0,23450099.35115916,Consumer Defensive,Household & Personal Products
PUNJABCHEM.NS,Punjab Chemicals & Crop Protection Limited,12839031808,1040.0,7644270.79175822,Basic Materials,Chemicals
NAVKARCORP.NS,Navkar Corporation Limited,12804667392,85.07,23087130.85695165,Industrials,Integrated Freight & Logistics
OMAXE.NS,Omaxe Limited,12786260992,69.9,9800102.803435262,Real Estate,Real Estate - Development
BLSE.NS,BLS E-Services Limited,12780411904,140.98,58799302.99429779,Industrials,Specialty Business Services
PNBGILTS.NS,PNB Gilts Limited,12757318656,70.87,21909628.29386495,Financial Services,Capital Markets
GPTINFRA.NS,GPT Infraprojects Limited,12737552384,100.8,41552962.69824397,Industrials,Engineering & Construction
ARFIN.NS,Arfin India Limited,12714176512,75.15,70571847.90966696,Basic Materials,Aluminum
JYOTISTRUC.NS,Jyoti Structures Limited,12676668416,10.62,152688670.10029957,Industrials,Specialty Industrial Machinery
GANDHAR.NS,Gandhar Oil Refinery (India) Limited,12592490496,128.5,32043929.72937266,Energy,Oil & Gas Refining & Marketing
DEN.NS,Den Networks Limited,12515105792,26.25,10823896.708549881,Communication Services,Entertainment
IMPAL.NS,India Motor Parts and Accessories Limited,12480000000,1000.0,2334653.661663818,Consumer Cyclical,Auto Parts
ASIANHOTNR.NS,Asian Hotels (North) Limited,12468847616,291.95,8126582.863117472,Consumer Cyclical,Lodging
DOLATALGO.NS,Dolat Algotech Limited,12452847616,70.7,14483201.651602173,Financial Services,Capital Markets
ESAFSFB.NS,ESAF Small Finance Bank Limited,12442036224,24.13,11469217.933254242,Financial Services,Banks - Regional
ICEMAKE.NS,Ice Make Refrigeration Limited,12331074560,781.45,32504464.750323486,Industrials,Specialty Industrial Machinery
ANDHRAPAP.NS,ANDHRA PAPER LIMITED,12328712192,62.0,9348105.488029862,Basic Materials,Paper & Paper Products
HMAAGRO.NS,HMA Agro Industries Limited,12308150272,24.57,7118244.4886732735,Consumer Defensive,Packaged Foods
SPIC.NS,Southern Petrochemicals Industries Corporation  Limited,12297839616,60.39,39973240.99727605,Basic Materials,Agricultural Inputs
JAGSNPHARM.NS,Jagsonpal Pharmaceuticals Limited,12202832896,182.04,37760449.16543223,Healthcare,Drug Manufacturers - Specialty & Generic
ORIENTTECH.NS,Orient Technologies Limited,12202695680,266.4,165697155.38493043,Technology,Information Technology Services
JINDALPHOT.NS,Jindal Photo Limited,12195289088,1184.3,35582824.58968506,Financial Services,Asset Management
SIGNPOST.NS,Signpost India Limited,12159875072,227.5,34408100.55933533,Communication Services,Advertising Agencies
HUHTAMAKI.NS,Huhtamaki India Limited,12121270272,160.5,36257611.59420726,Consumer Cyclical,Packaging & Containers
IVALUE.NS,Ivalue Infosolutions Limited,12080833536,221.2,40754221.23978577,Technology,Information Technology Services
DIGITIDE.NS,Digitide Solutions Limited,12034188288,80.76,27921024.349772643,Industrials,Specialty Business Services
ASIANENE.NS,Asian Energy Services Limited,12015601664,267.55,38478247.866673276,Energy,Oil & Gas Equipment & Services
LINCOLN.NS,Lincoln Pharmaceuticals Limited,11974772736,597.85,68758351.12459819,Healthcare,Drug Manufacturers - Specialty & Generic
SHRIRAMPPS.NS,Shriram Properties Limited,11971278848,69.96,40065598.84383265,Real Estate,Real Estate - Development
CLSEL.NS,Chaman Lal Setia Exports Limited,11901216768,238.75,125176623.2362442,Consumer Defensive,Packaged Foods
HESTERBIO.NS,Hester Biosciences Limited,11901104128,1399.0,5380401.940779623,Healthcare,Drug Manufacturers - Specialty & Generic
MANAKCOAT.NS,Manaksia Coated Metals & Industries Limited,11849155584,111.79,174423362.11240235,Industrials,Metal Fabrication
INDSWFTLAB.NS,Ind-Swift Laboratories Limited,11771094016,135.75,135618021.8245412,Healthcare,Drug Manufacturers - Specialty & Generic
EKC.NS,Everest Kanto Cylinder Limited,11724981248,104.35,44074022.81307755,Industrials,Specialty Industrial Machinery
KROSS.NS,Kross Limited,11720717312,181.69,87495902.49088491,Consumer Cyclical,Auto Parts
TTKHLTCARE.NS,TTK Healthcare Limited,11699915776,828.0,3931510.522017415,Healthcare,Drug Manufacturers - General
EXICOM.NS,Exicom Tele-Systems Limited,11688079360,83.96,26524256.704415638,Industrials,Electrical Equipment & Parts
PLATIND.NS,Platinum Industries Limited,11653084160,205.7,16419865.657761129,Basic Materials,Specialty Chemicals
QUADFUTURE.NS,Quadrant Future Tek Limited,11648000000,291.2,170397376.7135264,Industrials,Railroads
BALAJITELE.NS,Balaji Telefilms Limited,11565239296,94.73,71524162.17900442,Communication Services,Entertainment
GOCLCORP.NS,GOCL Corporation Limited,11555395584,232.7,17113368.12461853,Basic Materials,Specialty Chemicals
ALLDIGI.NS,Alldigi Tech Limited,11492745216,754.2,12336462.81148885,Industrials,Specialty Business Services
TINNARUBR.NS,Tinna Rubber and Infrastructure Limited,11441806336,635.1,31131686.529640708,Basic Materials,Specialty Chemicals
GENESYS.NS,Genesys International Corporation Limited,11408773120,273.0,179530706.30398762,Technology,Software - Application
EXPLEOSOL.NS,Expleo Solutions Limited,11331737600,730.15,16597018.612221273,Technology,Information Technology Services
BETA.NS,Beta Drugs Limited,11318013952,1121.2,18158937.207214355,Healthcare,Drug Manufacturers - Specialty & Generic
SAKAR.NS,Sakar Healthcare Limited,11312984064,515.4,80090664.05082195,Healthcare,Drug Manufacturers - Specialty & Generic
DSSL.NS,Dynacons Systems & Solutions Limited,11262553088,885.05,29513076.809187826,Technology,Information Technology Services
CONFIPET.NS,Confidence Petroleum India Limited,11248437248,33.81,46525332.303273454,Energy,Oil & Gas Refining & Marketing
SYNCOMF.NS,Syncom Formulations (India) Limited,11240877056,11.95,20154759.46409823,Healthcare,Drug Manufacturers - Specialty & Generic
ONEPOINT.NS,One Point One Solutions Limited,11221752832,42.75,37835031.58890139,Industrials,Specialty Business Services
ATULAUTO.NS,Atul Auto Limited,11203191808,403.7,276393586.82649535,Consumer Cyclical,Auto Manufacturers
PRECAM.NS,Precision Camshafts Limited,11198830592,117.9,42728703.67216746,Consumer Cyclical,Auto Parts
BUTTERFLY.NS,Butterfly Gandhimathi Appliances Limited,11186341888,625.65,43417161.5803711,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
VIDYAWIRES.NS,Vidya Wires Limited,11168472064,52.51,97236102.24399236,Industrials,Electrical Equipment & Parts
EXCELINDUS.NS,Excel Industries Limited,11026360320,876.35,10582257.686010743,Basic Materials,Specialty Chemicals
BLKASHYAP.NS,B. L. Kashyap and Sons Limited,10971973632,48.66,54921171.71996638,Industrials,Engineering & Construction
ALICON.NS,Alicon Castalloy Limited,10932613120,669.2,8951598.049985759,Industrials,Metal Fabrication
LEMERITE.NS,Le Merite Exports Limited,10925460480,448.5,26167643.07108663,Consumer Cyclical,Textile Manufacturing
CAPITALSFB.NS,Capital Small Finance Bank Limited,10852815872,238.95,6425832.917615763,Financial Services,Banks - Regional
ABINFRA.NS,A B Infrabuild Limited,10833866752,16.96,58430403.24145896,Industrials,Engineering & Construction
RGL.NS,Renaissance Global Limited,10790503424,100.54,895481909.169873,Consumer Cyclical,Luxury Goods
MOL.NS,Meghmani Organics Limited,10786278400,42.4,33910542.05567945,Basic Materials,Agricultural Inputs
TEXINFRA.NS,Texmaco Infrastructure & Holdings Limited,10781251584,84.54,7569475.268447113,Real Estate,Real Estate Services
IFGLEXPOR.NS,IFGL Refractories Limited,10762058752,149.31,4442570.301517741,Basic Materials,Building Materials
ROTO.NS,Roto Pumps Limited,10692371456,56.6,95781162.81598778,Industrials,Specialty Industrial Machinery
BHARATWIRE.NS,Bharat Wire Ropes Limited,10627190784,154.95,77272453.34188843,Basic Materials,Steel
UNIECOM.NS,Unicommerce Esolutions Limited,10479243264,93.24,246650018.82365137,Technology,Software - Application
NELCAST.NS,Nelcast Limited,10415148032,119.38,44257605.19380798,Industrials,Metal Fabrication
IGPL.NS,IG Petrochemicals Limited,10380128256,336.65,9888978.743130494,Basic Materials,Chemicals
ORICONENT.NS,Oricon Enterprises Limited,10372023296,65.65,7469382.225627645,Consumer Cyclical,Packaging & Containers
CIFL.NS,Capital India Finance Limited,10327796736,26.41,4448828.079658191,Financial Services,Credit Services
CENTRUM.NS,Centrum Capital Limited,10301669376,22.97,9024360.362324905,Financial Services,Financial Conglomerates
AFSL.NS,Abans Financial Services Limited,10290891776,202.23,4067346.565776062,Financial Services,Capital Markets
MONTECARLO.NS,Monte Carlo Fashions Limited,10262371328,495.0,13177642.036774699,Consumer Cyclical,Apparel Manufacturing
HIMATSEIDE.NS,Himatsingka Seide Limited,10236680192,81.41,86163818.52536647,Consumer Cyclical,Textile Manufacturing
APEX.NS,Apex Frozen Foods Limited,10198586368,325.5,1031092897.9959035,Consumer Defensive,Farm Products
WALCHANNAG.NS,Walchandnagar Industries Limited,10185807872,150.14,131411202.74672954,Industrials,Engineering & Construction
GPTHEALTH.NS,GPT Healthcare Limited,10183824384,124.11,14203512.486575572,Healthcare,Medical Care Facilities
RAJOOENG.NS,Rajoo Engineers Limited,10182705152,56.99,32737300.749933623,Industrials,Specialty Industrial Machinery
AYMSYNTEX.NS,AYM Syntex Limited,10140973056,173.11,8968468.08037618,Consumer Cyclical,Textile Manufacturing
MADRASFERT.NS,Madras Fertilizers Limited,10088163328,62.62,11917810.564604823,Basic Materials,Agricultural Inputs
TARSONS.NS,Tarsons Products Limited,10073361408,189.29,36297912.70071818,Healthcare,Medical Instruments & Supplies
WEALTH.NS,Wealth First Portfolio Managers Limited,9942179840,933.1,5933146.795633952,Financial Services,Capital Markets
RUPA.NS,Rupa & Company Limited,9940670464,124.97,16961339.69953664,Consumer Cyclical,Apparel Manufacturing
BHARATSE.NS,Bharat Seats Limited,9931881472,157.62,331299498.81583863,Consumer Cyclical,Auto Parts
CONTROLPR.NS,Control Print Limited,9905755136,618.7,12689018.548612468,Industrials,Business Equipment & Supplies
VHL.NS,Vardhman Holdings Limited,9902043136,3070.7,2324484.279695638,Financial Services,Credit Services
JARO.NS,Jaro Institute of Technology Management and Research Limited,9892783104,446.5,75836839.71314088,Consumer Defensive,Education & Training Services
SURAJEST.NS,Suraj Estate Developers Limited,9868229632,206.02,39027073.16230774,Real Estate,Real Estate - Development
GANDHITUBE.NS,Gandhi Special Tubes Limited,9850450944,807.65,24837202.528635662,Industrials,Metal Fabrication
SALZERELEC.NS,Salzer Electronics Limited,9816784896,555.0,55724510.90304769,Industrials,Electrical Equipment & Parts
BIRLANU.NS,BirlaNu Limited,9803758592,1299.0,17486993.80303141,Industrials,Building Products & Equipment
SOLEX.NS,Solex Energy Limited,9774092288,904.8,66979057.21918335,Technology,Solar
PARACABLES.NS,Paramount Communications Limited,9738683392,31.75,32630754.395811208,Technology,Communication Equipment
IKIO.NS,IKIO Technologies Limited,9707530240,125.4,15413249.710056305,Technology,Electronic Components
GULPOLY.NS,Gulshan Polyols Limited,9705671680,155.5,31071388.74839096,Basic Materials,Chemicals
IGARASHI.NS,Igarashi Motors India Limited,9662839808,307.0,19031463.548292033,Consumer Cyclical,Auto Parts
HARIOMPIPE.NS,Hariom Pipe Industries Limited,9640089600,311.05,35027615.77414246,Basic Materials,Steel
RIIL.NS,Reliance Industrial Infrastructure Limited,9639840768,638.4,50452898.54986572,Industrials,Engineering & Construction
GALAPREC.NS,Gala Precision Engineering Limited,9625037824,752.1,15083942.877124023,Industrials,Specialty Industrial Machinery
SHREEPUSHK.NS,Shree Pushkar Chemicals & Fertilisers Limited,9624822784,297.2,51515799.008842975,Basic Materials,Specialty Chemicals
BIL.NS,Bhartiya International Limited,9617276928,717.15,5696445.186700439,Consumer Cyclical,Footwear & Accessories
UDS.NS,Updater Services Limited,9613709312,142.35,33690773.41692912,Industrials,Specialty Business Services
LAXMIDENTL.NS,Laxmi Dental Limited,9608483840,174.82,72681128.57618307,Healthcare,Medical Instruments & Supplies
WCIL.NS,Western Carriers (India) Limited,9602142208,94.18,15941031.392690785,Industrials,Integrated Freight & Logistics
GRPLTD.NS,GRP Limited,9599464448,1799.9,3475351.4728719075,Consumer Cyclical,Auto Parts
YUKEN.NS,Yuken India Limited,9595738112,706.4,5594882.42384847,Industrials,Specialty Industrial Machinery
ANDHRSUGAR.NS,The Andhra Sugars Limited,9524563968,70.2,12651599.864408875,Basic Materials,Chemicals
RMDRIP.NS,R M Drip and Sprinklers Systems Limited,9477411840,37.94,399690084.8064916,Industrials,Farm & Heavy Construction Machinery
ARIHANTSUP.NS,Arihant Superstructures Limited,9461227520,218.4,13915554.428811137,Real Estate,Real Estate - Development
GKWLIMITED.NS,GKW Limited,9427069952,1580.0,897983.4854614257,Industrials,Specialty Business Services
JAYBARMARU.NS,Jay Bharat Maruti Limited,9424244736,87.06,76970719.33371939,Consumer Cyclical,Auto Parts
CNL.NS,Creative Newtech Limited,9415455744,627.0,6667558.656685384,Technology,Electronics & Computer Distribution
5PAISA.NS,5Paisa Capital Limited,9320860672,298.25,20254926.899224855,Financial Services,Capital Markets
TNPL.NS,Tamil Nadu Newsprint & Papers Limited,9320591360,134.67,14492799.174474081,Basic Materials,Paper & Paper Products
MAMATA.NS,Mamata Machinery Limited,9290674176,377.55,47136525.49849854,Industrials,Specialty Industrial Machinery
BOROSCI.NS,Borosil Scientific Limited,9265930240,104.0,15164109.716981253,Consumer Cyclical,Packaging & Containers
RATNAVEER.NS,Ratnaveer Precision Engineering Limited,9231762432,135.94,185762487.1954483,Basic Materials,Steel
DECCANCE.NS,Deccan Cements Limited,9228332032,658.15,21984783.02574056,Basic Materials,Building Materials
AVTNPL.NS,AVT Natural Products Limited,9212796928,59.99,4843247.98223025,Basic Materials,Specialty Chemicals
DCMSRIND.NS,DCM Shriram Industries Limited,9173606400,33.78,5675122.26721522,Consumer Defensive,Confectioners
GEMAROMA.NS,Gem Aromatics Limited,9120604160,174.6,57428930.58245952,Basic Materials,Chemicals
ESTER.NS,Ester Industries Limited,9075855360,92.91,14709550.643835958,Basic Materials,Specialty Chemicals
HEXATRADEX.NS,Hexa Tradex Limited,9071433728,161.94,819065.9768051148,Financial Services,Credit Services
SHREDIGCEM.NS,Shree Digvijay Cement Co.Ltd,9048121344,61.19,13498015.942156855,Basic Materials,Building Materials
DHANBANK.NS,Dhanlaxmi Bank Limited,9036490752,22.83,10782840.81155332,Financial Services,Banks - Regional
PRIMESECU.NS,Prime Securities Limited,9029351424,266.35,9030832.573723348,Financial Services,Capital Markets
MACPOWER.NS,Macpower CNC Machines Limited,9003744256,900.0,30514064.967329916,Industrials,Specialty Industrial Machinery
STLNETWORK.NS,STL Networks Limited,8979938304,18.35,42448699.88642864,Communication Services,Telecom Services
SASTASUNDR.NS,Sastasundar Ventures Limited,8973993984,281.45,5613901.693385824,Healthcare,Pharmaceutical Retailers
EXCELSOFT.NS,Excelsoft Technologies Limited,8968509440,77.93,116916358.17918651,Technology,Software - Application
CENTENKA.NS,Century Enka Limited,8939210752,407.95,7768419.819659424,Consumer Cyclical,Textile Manufacturing
CREST.NS,Crest Ventures Limited,8885661696,314.35,4905494.049568685,Financial Services,Financial Conglomerates
ROHLTD.NS,Royal Orchid Hotels Limited,8874137600,323.15,15549343.696655273,Consumer Cyclical,Lodging
BAJAJHCARE.NS,Bajaj Healthcare Limited,8868622336,280.7,44233389.528464764,Healthcare,Drug Manufacturers - Specialty & Generic
MIRCELECTR.NS,MIRC Electronics Limited,8827891712,23.89,31441696.849128023,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
DIFFNKG.NS,Diffusion Engineers Limited,8826768384,237.75,26984530.342418924,Industrials,Specialty Industrial Machinery
ABCOTS.NS,A B Cotspin India Limited,8800823296,400.7,8101718.9107696535,Consumer Cyclical,Textile Manufacturing
DAMCAPITAL.NS,Dam Capital Advisors Limited,8785562624,124.29,72575934.62137781,Financial Services,Capital Markets
MASTERTR.NS,Master Trust Limited,8784573440,71.41,15516983.199474335,Financial Services,Capital Markets
SYSTMTXC.NS,Systematix Corporate Services Limited,8702565376,63.64,8313961.49497846,Financial Services,Capital Markets
KELLTONTEC.NS,Kellton Tech Solutions Limited,8692942848,16.47,101890977.84949844,Technology,Software - Application
TBZ.NS,Tribhovandas Bhimji Zaveri Limited,8679923712,129.91,53927463.944326274,Consumer Cyclical,Luxury Goods
STANLEY.NS,Stanley Lifestyles Limited,8653967360,151.49,80804454.27087961,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
INDORAMA.NS,Indo Rama Synthetics (India) Limited,8614123520,32.99,5277280.430268224,Consumer Cyclical,Textile Manufacturing
BSHSL.NS,Bombay Super Hybrid Seeds Limited,8610104320,82.05,1036470.380687205,Basic Materials,Agricultural Inputs
STEL.NS,Stel Holdings Limited,8550388224,463.3,6176318.627296956,Financial Services,Asset Management
ADVENTHTL.NS,Advent Hotels International Limited,8518660608,157.92,22745499.670684814,Consumer Cyclical,Lodging
NIITLTD.NS,NIIT Limited,8511710208,62.41,27977600.039209113,Consumer Defensive,Education & Training Services
EIMCOELECO.NS,Eimco Elecon (India) Limited,8495100416,1472.7,27758950.39210612,Industrials,Farm & Heavy Construction Machinery
REGAAL.NS,Regaal Resources Limited,8489066496,82.64,304893119.704408,Consumer Defensive,Packaged Foods
GKSL.NS,Gujarat Kidney And Super Speciality Limited,8468553728,107.41,63356328.83939514,Healthcare,Medical Care Facilities
NDTV.NS,New Delhi Television Limited,8465238528,75.03,19370822.619547017,Communication Services,Broadcasting
ZUARI.NS,Zuari Agro Chemicals Limited,8414558208,200.04,55861353.76925812,Basic Materials,Agricultural Inputs
IRMENERGY.NS,IRM Energy Limited,8348253696,203.32,18024449.24152018,Utilities,Utilities - Regulated Gas
OAL.NS,Oriental Aromatics Limited,8343997440,247.9,6309337.564097595,Basic Materials,Specialty Chemicals
AMNPLST.NS,Amines & Plasticizers Limited,8326726656,151.34,1009915.7498677572,Basic Materials,Chemicals
OMINFRAL.NS,OM INFRA LIMITED,8231783424,85.25,11216308.079454549,Industrials,Engineering & Construction
KRISHIVAL.NS,Krishival Foods Limited,8225403392,320.95,5280520.396259562,Consumer Defensive,Packaged Foods
ARIS.NS,Arisinfra Solutions Limited,8217005568,100.5,183362705.71859792,Industrials,Engineering & Construction
AVADHSUGAR.NS,Avadh Sugar & Energy Limited,8205550080,409.9,63602990.980932616,Consumer Defensive,Confectioners
UFBL.NS,United Foodbrands Limited,8202278912,209.85,67267576.3947464,Consumer Cyclical,Restaurants
DHARMAJ.NS,Dharmaj Crop Guard Limited,8136023040,240.73,11514866.578501891,Basic Materials,Agricultural Inputs
FINKURVE.NS,Finkurve Financial Services Limited,8130852352,57.94,3883395.4897939046,Financial Services,Credit Services
SWELECTES.NS,Swelect Energy Systems Limited,8128560128,523.2,13064877.325398764,Technology,Solar
KRYSTAL.NS,Krystal Integrated Services Limited,8002435584,572.75,26906228.29703369,Industrials,Specialty Business Services
MICEL.NS,MIC Electronics Limited,7977482240,33.1,51456944.13756714,Technology,Electronic Components
SKMEGGPROD.NS,SKM Egg Products Export (India) Limited,7949554176,150.96,39345908.16380463,Consumer Defensive,Packaged Foods
MWL.NS,Mangalam Worldwide Limited,7944930304,267.5,16442831.244281005,Basic Materials,Steel
ELDEHSG.NS,Eldeco Housing And Industries Limited,7936936960,802.5,2591205.975472005,Real Estate,Real Estate Services
TEMBO.NS,Tembo Global Industries Limited,7923045376,512.25,50889549.1367981,Industrials,Metal Fabrication
BAJAJINDEF.NS,Indef Manufacturing Limited,7918080000,247.44,10374797.504465738,Industrials,Farm & Heavy Construction Machinery
BCLIND.NS,Bcl Industries Limited,7886764032,26.72,18518618.034755263,Consumer Defensive,Beverages - Wineries & Distilleries
SGIL.NS,Synergy Green Industries Limited,7871015424,503.5,26883091.609399416,Industrials,Metal Fabrication
QUICKHEAL.NS,Quick Heal Technologies Limited,7863797760,145.0,54263114.116156004,Technology,Software - Application
KABRAEXTRU.NS,Kabra Extrusion Technik Limited,7856832512,223.95,18320100.250240073,Industrials,Specialty Industrial Machinery
ANUHPHR.NS,Anuh Pharma Limited,7855284736,78.05,3964399.9851671853,Healthcare,Drug Manufacturers - Specialty & Generic
SUYOG.NS,Suyog Telematics Limited,7849298944,669.9,25414387.09515381,Communication Services,Telecom Services
INDOBORAX.NS,Indo Borax & Chemicals Limited,7833492992,243.05,9171123.513038127,Basic Materials,Chemicals
MAXIND.NS,Max India Limited,7781245440,148.01,5441698.13237559,Healthcare,Medical Care Facilities
NCLIND.NS,NCL Industries Limited,7759653888,171.54,19351213.53234253,Basic Materials,Building Materials
MANALIPETC.NS,Manali Petrochemicals Limited,7755445248,45.09,11846121.934564846,Basic Materials,Specialty Chemicals
AEROENTER.NS,Aeroflex Enterprises Limited,7735451136,68.21,17390270.28331655,Basic Materials,Steel
