symbol,name,market_cap,last_price,avg_daily_volume_value,sector,industry,red_flag_status,red_flag_reasons,fund_profitability,fund_growth,fund_valuation,fund_financial_health,fund_dividend,fundamental_score,fund_data_coverage,roe,pe_ratio,debt_to_equity,operating_margin
TVSHLTD.NS,TVS Holdings Limited,280464916480,13848.0,108897695.13333334,Consumer Cyclical,Auto Parts,PASS,,23.333333333333336,87.5,27.5,25.0,60.0,44.20833333333334,1.0,,18.160835,315.772,0.00457
BHARATFORG.NS,Bharat Forge Limited,801180942336,1675.8,3291487526.141109,Consumer Cyclical,Auto Parts,PASS,,43.33333333333333,57.5,12.5,45.0,75.0,44.208333333333336,1.0,,70.94835,71.382,0.11537
NFL.NS,National Fertilizers Limited,33425106944,68.03,278839905.9170067,Basic Materials,Agricultural Inputs,PASS,,16.666666666666668,80.0,52.5,10.0,75.0,44.16666666666667,1.0,,17.13602,176.918,0.026989998
IFGLEXPOR.NS,IFGL Refractories Limited,10762058752,149.31,4442570.301517741,Basic Materials,Building Materials,PASS,,23.333333333333336,46.66666666666667,43.33333333333333,65.0,50.0,44.16666666666667,1.0,,37.42105,19.053,0.00659
BOROLTD.NS,Borosil Limited,27013601280,225.9,83882020.12415162,Consumer Cyclical,"Furnishings, Fixtures & Appliances",PASS,,43.33333333333333,22.5,23.333333333333336,90.0,50.0,44.12500000000001,1.0,,35.85714,9.413,0.09201
RAYMONDLSL.NS,Raymond Lifestyle Limited,45611405312,746.95,71431213.36142172,Consumer Cyclical,Apparel Manufacturing,PASS,,30.0,65.0,36.666666666666664,40.0,50.0,44.08333333333334,1.0,,85.6594,25.695,0.07822
MUTHOOTMF.NS,Muthoot Microfin Limited,23932467200,142.79,53648032.33170115,Financial Services,Credit Services,PASS,,30.0,70.0,70.0,0.0,50.0,44.000000000000014,1.0,,,320.224,0.2515
GRAPHITE.NS,Graphite India Limited,118784204800,607.6,1076801887.9830017,Industrials,Electrical Equipment & Parts,PASS,,36.666666666666664,30.0,16.666666666666668,90.0,60.0,44.000000000000014,1.0,,36.080757,4.572,0.02804
BATAINDIA.NS,Bata India Limited,88941051904,692.0,162895719.69212443,Consumer Cyclical,Footwear & Accessories,PASS,,43.33333333333333,62.5,12.5,45.0,60.0,43.958333333333336,1.0,,49.963898,90.391,0.11437
LGHL.NS,Laxmi Goldorna House Limited,13164323840,262.8,20084489.229359943,Consumer Cyclical,Luxury Goods,PASS,,70.0,57.5,10.0,25.0,50.0,43.87500000000001,1.0,,116.28318,129.046,0.23586
INDIAGLYCO.NS,India Glycols Limited,56411414528,839.2,87072167.45579427,Basic Materials,Chemicals,PASS,,50.0,47.5,32.5,35.0,60.0,43.87500000000001,1.0,,19.407955,85.85,0.12178001
SOMANYCERA.NS,Somany Ceramics Limited,14673408000,356.3,26971744.286128744,Industrials,Building Products & Equipment,PASS,,23.333333333333336,50.0,52.5,45.0,60.0,43.83333333333334,1.0,,22.564915,37.969,0.04995
DEEPAKFERT.NS,Deepak Fertilizers and Petrochemicals Corporation Limited,117589254144,930.55,286437429.9320414,Basic Materials,Chemicals,PASS,,43.33333333333333,40.0,50.0,35.0,60.0,43.833333333333336,1.0,,13.418169,62.046,0.08648
QUADFUTURE.NS,Quadrant Future Tek Limited,11648000000,291.2,170397376.7135264,Industrials,Railroads,PASS,,3.333333333333333,80.0,50.0,40.0,50.0,43.833333333333336,1.0,,,9.292,-0.46101
JAIBALAJI.NS,Jai Balaji Industries Limited,55811543040,61.18,335583403.35070366,Basic Materials,Steel,PASS,,30.0,42.5,23.333333333333336,80.0,50.0,43.79166666666667,1.0,,30.287128,20.642,0.01721
HINDPETRO.NS,Hindustan Petroleum Corporation Limited,752078880768,353.6,2631401502.3704853,Energy,Oil & Gas Refining & Marketing,PASS,,30.0,45.0,62.5,25.0,75.0,43.75000000000001,1.0,,4.8825808,110.909,0.04644
GTPL.NS,GTPL Hathway Limited,6692675072,59.51,16019432.376031876,Communication Services,Entertainment,PASS,,23.333333333333336,37.5,52.5,55.0,70.0,43.708333333333336,1.0,,16.12737,29.458,0.020969998
EQUITASBNK.NS,Equitas Small Finance Bank Limited,63713644544,55.79,184113129.97485897,Financial Services,Banks - Regional,PASS,,30.0,52.5,50.0,40.0,50.0,43.62500000000001,1.0,,,58.933,0.2692
SBILIFE.NS,SBI Life Insurance Company Limited,1912853233664,1907.1,1791628951.676896,Financial Services,Insurance - Life,PASS,,26.0,62.5,12.5,65.0,60.0,43.62500000000001,1.0,0.13921,77.02342,,0.01392
SSWL.NS,Steel Strips Wheels Limited,28534607872,181.4,32182193.55552063,Consumer Cyclical,Auto Parts,PASS,,36.666666666666664,37.5,50.0,45.0,60.0,43.54166666666667,1.0,,15.053941,52.775,0.07028
ORKLAINDIA.NS,Orkla India Limited,74939957248,547.05,111914915.22508545,Consumer Defensive,Packaged Foods,PASS,,56.66666666666667,20.0,16.666666666666668,80.0,50.0,43.500000000000014,1.0,,30.273935,2.462,0.13549
SNOWMAN.NS,Snowman Logistics Limited,5698614272,34.08,12306035.018935394,Industrials,Integrated Freight & Logistics,PASS,,30.0,80.0,30.0,20.0,60.0,43.50000000000001,1.0,,340.80002,80.305,0.037219997
PINELABS.NS,Pine Labs Limited,183046733824,159.41,259782672.16484782,Technology,Software - Infrastructure,PASS,,36.666666666666664,80.0,16.666666666666668,30.0,50.0,43.50000000000001,1.0,,759.0953,23.128,0.08708999
ABDL.NS,Allied Blenders and Distillers Limited,125072392192,447.15,165776277.2188446,Consumer Defensive,Beverages - Wineries & Distilleries,PASS,,43.33333333333333,62.5,12.5,35.0,75.0,43.458333333333336,1.0,,46.871067,66.738,0.11692
FRACTAL.NS,Fractal Analytics Limited,132671086592,771.5,1197895015.2324798,Technology,Software - Infrastructure,PASS,,36.666666666666664,55.0,12.5,65.0,50.0,43.41666666666667,1.0,,60.5573,21.369,0.108610004
AGARIND.NS,Agarwal Industrial Corporation Limited,6367531008,425.7,27939659.92070516,Basic Materials,Specialty Chemicals,PASS,,23.333333333333336,45.0,56.66666666666667,45.0,60.0,43.41666666666667,1.0,,10.90979,63.478,0.01835
VIYASH.NS,Viyash Scientific Limited,85690343424,196.34,160790634.87541962,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,50.0,57.5,27.5,30.0,50.0,43.37500000000001,1.0,,76.10078,55.307,0.137
RAYMONDREL.NS,Raymond Realty Limited,24946804736,374.85,69824954.65417989,Real Estate,Real Estate - Development,PASS,,36.666666666666664,55.0,40.0,40.0,,43.24074074074075,0.9,,,42.016,0.113520004
SARLAPOLY.NS,Sarla Performance Fibers Limited,6241014272,74.74,14834838.149656678,Consumer Cyclical,Textile Manufacturing,PASS,,36.666666666666664,17.5,43.33333333333333,70.0,70.0,43.20833333333334,1.0,,10.541607,32.655,-0.03612
COMSYN.NS,Commercial Syn Bags Limited,6122674688,153.25,29667654.836775716,Consumer Cyclical,Packaging & Containers,PASS,,36.666666666666664,50.0,42.5,35.0,60.0,43.16666666666667,1.0,,22.603245,67.103,0.096020006
CYIENTDLM.NS,Cyient DLM Limited,23860746240,299.5,72025566.80772705,Technology,Electronic Components,PASS,,36.666666666666664,50.0,27.5,55.0,50.0,43.16666666666667,1.0,,29.105928,21.401,0.055120002
WHIRLPOOL.NS,Whirlpool of India Limited,104944082944,826.85,351019698.5543823,Consumer Cyclical,"Furnishings, Fixtures & Appliances",PASS,,30.0,22.5,30.0,90.0,60.0,43.12500000000001,1.0,,31.535088,6.334,0.022449998
DWARKESH.NS,Dwarikesh Sugar Industries Limited,6906185728,37.27,36999959.73363571,Consumer Defensive,Confectioners,PASS,,30.0,32.5,47.5,55.0,70.0,43.12500000000001,1.0,,34.831776,23.127,0.077470005
MOLDTKPAC.NS,Mold-Tek Packaging Limited,16332011520,491.5,38362348.259224445,Consumer Cyclical,Packaging & Containers,PASS,,50.0,32.5,27.5,55.0,60.0,43.12500000000001,1.0,,23.847647,34.014,0.11727
NAVKARCORP.NS,Navkar Corporation Limited,12804667392,85.07,23087130.85695165,Industrials,Integrated Freight & Logistics,PASS,,23.333333333333336,65.0,40.0,40.0,50.0,43.08333333333334,1.0,,,9.144,0.10379
PIRAMALFIN.NS,Piramal Finance Limited,390153175040,1728.0,342207602.9858439,Financial Services,Credit Services,PASS,,43.33333333333333,85.0,30.0,0.0,50.0,43.083333333333336,1.0,,63.42018,261.148,0.17436
DYNAMATECH.NS,Dynamatic Technologies Limited,61093371904,8993.0,316595084.37151694,Consumer Cyclical,Auto Parts,PASS,,30.0,80.0,12.5,35.0,60.0,43.00000000000001,1.0,,170.77478,77.708,0.07166
CAPILLARY.NS,Capillary Technologies India Limited,40849530880,515.05,92028621.69270325,Technology,Software - Infrastructure,PASS,,30.0,70.0,10.0,55.0,50.0,43.00000000000001,1.0,,185.26978,16.8,0.05204
LUXIND.NS,Lux Industries Limited,25532358656,849.05,48665686.60652466,Consumer Cyclical,Apparel Manufacturing,PASS,,30.0,32.5,36.666666666666664,70.0,60.0,42.95833333333334,1.0,,23.63067,32.661,0.042069998
ARVIND.NS,Arvind Limited,88686493696,338.35,296436854.1009552,Consumer Cyclical,Textile Manufacturing,PASS,,36.666666666666664,45.0,30.0,45.0,75.0,42.91666666666667,1.0,,21.885511,39.143,0.08515
AMNPLST.NS,Amines & Plasticizers Limited,8326726656,151.34,1009915.7498677572,Basic Materials,Chemicals,PASS,,36.666666666666664,35.0,30.0,65.0,60.0,42.91666666666667,1.0,,24.488674,11.324,0.078049995
IFBIND.NS,IFB Industries Limited,39585009664,976.0,71620920.19689737,Consumer Cyclical,"Furnishings, Fixtures & Appliances",PASS,,16.666666666666668,57.5,16.666666666666668,80.0,50.0,42.875000000000014,1.0,,33.073536,18.143,0.03192
ASTERDM.NS,Aster DM Healthcare Limited,338906841088,655.45,558367801.9189758,Healthcare,Medical Care Facilities,PASS,,50.0,45.0,10.0,55.0,60.0,42.75000000000001,1.0,,102.41406,43.791,0.12109
VARROC.NS,Varroc Engineering Limited,72640798720,475.4,100788533.54317932,Consumer Cyclical,Auto Parts,PASS,,30.0,66.66666666666667,16.666666666666668,45.0,60.0,42.50000000000001,1.0,,41.19584,53.145,0.056750003
HESTERBIO.NS,Hester Biosciences Limited,11901104128,1399.0,5380401.940779623,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,63.33333333333333,27.5,23.333333333333336,45.0,60.0,42.37500000000001,1.0,,28.952814,60.852,0.1726
RPSGVENT.NS,RPSG VENTURES LIMITED,19406831616,586.55,27672909.794984944,Technology,Information Technology Services,PASS,,23.333333333333336,70.0,60.0,10.0,50.0,42.33333333333334,1.0,,,135.449,0.075279996
BSHSL.NS,Bombay Super Hybrid Seeds Limited,8610104320,82.05,1036470.380687205,Basic Materials,Agricultural Inputs,PASS,,36.666666666666664,52.5,10.0,65.0,50.0,42.29166666666667,1.0,,30.615671,24.979,0.08523
ORICONENT.NS,Oricon Enterprises Limited,10372023296,65.65,7469382.225627645,Consumer Cyclical,Packaging & Containers,PASS,,30.0,35.0,42.5,50.0,75.0,42.25000000000001,1.0,,32.661694,0.892,-0.44506
RUPA.NS,Rupa & Company Limited,9940670464,124.97,16961339.69953664,Consumer Cyclical,Apparel Manufacturing,PASS,,36.666666666666664,5.0,56.66666666666667,65.0,75.0,42.25000000000001,1.0,,14.877381,24.808,0.070089996
NYKAA.NS,FSN E-Commerce Ventures Limited,680405762048,237.65,1899697786.8127158,Consumer Cyclical,Internet Retail,PASS,,23.333333333333336,87.5,12.5,35.0,50.0,42.20833333333334,1.0,,475.3,97.748,0.051820002
SAIL.NS,Steel Authority of India Limited,611978641408,148.16,3438882773.1768413,Basic Materials,Steel,PASS,,23.333333333333336,37.5,52.5,45.0,75.0,42.208333333333336,1.0,,21.939259,57.763,0.028450001
TIINDIA.NS,Tube Investments of India Limited,470894804992,2433.0,1769994825.6382244,Industrials,Conglomerates,PASS,,30.0,42.5,10.0,80.0,60.0,42.12500000000001,1.0,,78.5599,27.724,0.07277
BELRISE.NS,Belrise Industries Limited,157588701184,177.09,1044920558.7999715,Consumer Cyclical,Auto Parts,PASS,,36.666666666666664,45.0,23.333333333333336,55.0,60.0,42.08333333333334,1.0,,33.100933,28.531,0.08291
IDEAFORGE.NS,Ideaforge Technology Limited,17041762304,393.8,403722667.76463115,Technology,Computer Hardware,PASS,,3.333333333333333,65.0,60.0,40.0,50.0,42.083333333333336,1.0,,,7.632,-1.18852
VMART.NS,V-Mart Retail Limited,40936411136,512.4,64744297.23764648,Consumer Cyclical,Department Stores,PASS,,36.666666666666664,77.5,22.5,20.0,50.0,42.04166666666667,1.0,,31.167883,94.737,0.11684
YUKEN.NS,Yuken India Limited,9595738112,706.4,5594882.42384847,Industrials,Specialty Industrial Machinery,PASS,,30.0,56.66666666666667,16.666666666666668,55.0,60.0,42.00000000000001,1.0,,56.33174,33.231,0.03113
GLOBUSSPR.NS,Globus Spirits Limited,24017899520,829.0,64058061.70779826,Consumer Defensive,Beverages - Wineries & Distilleries,PASS,,30.0,60.0,37.5,30.0,60.0,42.00000000000001,1.0,,31.568926,45.349,0.07339
KIMS.NS,Krishna Institute of Medical Sciences Limited,252767780864,631.7,309525805.0113688,Healthcare,Medical Care Facilities,PASS,,56.66666666666667,55.0,10.0,35.0,50.0,41.91666666666668,1.0,,84.33913,123.719,0.12048
PURVA.NS,Puravankara Limited,42018177024,177.18,146933376.52942303,Real Estate,Real Estate - Development,PASS,,36.666666666666664,95.0,20.0,0.0,50.0,41.91666666666667,1.0,,,274.76,0.19518
DCMSHRIRAM.NS,DCM Shriram Limited,155515781120,1003.0,47603863.37246501,Industrials,Conglomerates,PASS,,36.666666666666664,32.5,30.0,55.0,75.0,41.79166666666667,1.0,,23.622232,30.055,0.10434
DOLLAR.NS,Dollar Industries Limited,13857625088,243.8,25279379.740947977,Consumer Cyclical,Apparel Manufacturing,PASS,,36.666666666666664,22.5,50.0,55.0,60.0,41.79166666666667,1.0,,13.286103,37.489,0.07557
HDFCLIFE.NS,HDFC Life Insurance Company Limited,1348603871232,625.55,2094710272.29588,Financial Services,Insurance - Life,PASS,,26.0,52.5,10.0,63.33333333333333,75.0,41.79166666666667,1.0,0.11316,71.369865,17.607,0.01507
KEC.NS,KEC International Limited,141778108416,532.6,453616902.8382955,Industrials,Engineering & Construction,PASS,,30.0,55.0,30.0,35.0,75.0,41.75000000000001,1.0,,20.547838,94.066,0.063260004
MRPL.NS,Mangalore Refinery and Petrochemicals Limited,310767419392,177.12,2345123103.5879264,Energy,Oil & Gas Refining & Marketing,PASS,,30.0,55.0,52.5,20.0,60.0,41.75000000000001,1.0,,14.260869,81.274,0.096870005
TATAPOWER.NS,Tata Power Company Limited,1251135193088,391.55,1878549620.3059661,Utilities,Utilities - Independent Power Producers,PASS,,56.66666666666667,47.5,23.333333333333336,25.0,60.0,41.70833333333334,1.0,,33.04219,156.16,0.13242
MATRIMONY.NS,Matrimony.Com Limited,7716219904,373.3,22431844.829622395,Communication Services,Internet Content & Information,PASS,,36.666666666666664,17.5,23.333333333333336,80.0,75.0,41.70833333333334,1.0,,24.607777,22.336,0.05095
BHEL.NS,Bharat Heavy Electricals Limited,887752032256,254.95,3817918221.4300923,Industrials,Specialty Industrial Machinery,PASS,,23.333333333333336,67.5,27.5,30.0,75.0,41.70833333333334,1.0,,108.489365,44.956,0.05515
RELIGARE.NS,Religare Enterprises Limited,72173977600,216.81,534705617.00345916,Financial Services,Insurance - Life,PASS,,10.0,63.33333333333333,16.666666666666668,75.0,50.0,41.66666666666667,1.0,,70.16505,8.066,-0.04551
RAMRAT.NS,Ram Ratna Wires Limited,28261431296,302.75,46477158.92552694,Industrials,Electrical Equipment & Parts,PASS,,16.666666666666668,80.0,32.5,25.0,60.0,41.66666666666667,1.0,,32.80065,122.585,0.049829997
FUSION.NS,Fusion Finance Limited,25678936064,158.79,92237746.71907501,Financial Services,Credit Services,PASS,,16.666666666666668,90.0,50.0,0.0,50.0,41.66666666666667,1.0,,,257.668,0.063540004
BMWVENTLTD.NS,BMW Ventures Limited,5118786560,59.03,20069894.042744827,Basic Materials,Steel,PASS,,16.666666666666668,60.0,57.5,25.0,60.0,41.66666666666667,1.0,,14.088305,107.33,0.03568
IGARASHI.NS,Igarashi Motors India Limited,9662839808,307.0,19031463.548292033,Consumer Cyclical,Auto Parts,PASS,,23.333333333333336,52.5,23.333333333333336,55.0,70.0,41.62500000000001,1.0,,71.2297,30.826,0.02881
TMCV.NS,Tata Motors Limited,1577326739456,428.35,4638485353.207874,Consumer Cyclical,Auto Manufacturers,PASS,,16.666666666666668,,40.0,70.0,50.0,41.55555555555555,0.7500000000000001,,7.0614905,,0.0
DEEPAKNTR.NS,Deepak Nitrite Limited,193950908416,1422.0,162217012.5169637,Basic Materials,Chemicals,PASS,,36.666666666666664,27.5,17.5,80.0,60.0,41.54166666666667,1.0,,36.358986,22.412,0.077649996
SOLARA.NS,Solara Active Pharma Sciences Limited,21330366464,442.8,44072141.07004191,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,23.333333333333336,66.66666666666667,40.0,30.0,50.0,41.50000000000001,1.0,,,51.38,0.03372
JKPAPER.NS,JK Paper Limited,55877361664,329.85,110822197.70636901,Basic Materials,Paper & Paper Products,PASS,,30.0,32.5,36.666666666666664,55.0,75.0,41.458333333333336,1.0,,23.49359,37.239,0.045479998
RIIL.NS,Reliance Industrial Infrastructure Limited,9639840768,638.4,50452898.54986572,Industrials,Engineering & Construction,PASS,,36.666666666666664,37.5,37.5,,70.0,41.302083333333336,0.8,,77.66423,,-0.22006
FINOPB.NS,Fino Payments Bank Limited,13470713856,161.81,90736581.53883617,Financial Services,Banks - Regional,PASS,,30.0,50.0,40.0,,50.0,41.25,0.8,,19.448318,,0.0563
FLUOROCHEM.NS,Gujarat Fluorochemicals Limited,328539373568,2990.8,218327676.33714193,Basic Materials,Specialty Chemicals,PASS,,63.33333333333333,17.5,10.0,65.0,60.0,41.208333333333336,1.0,,49.94656,22.475,0.14701
QUICKHEAL.NS,Quick Heal Technologies Limited,7863797760,145.0,54263114.116156004,Technology,Software - Application,PASS,,10.0,32.5,57.5,70.0,50.0,41.12500000000001,1.0,,143.56436,,-0.04389
VIDHIING.NS,Vidhi Specialty Food Ingredients Limited,15059924992,300.15,9056521.985306803,Basic Materials,Specialty Chemicals,PASS,,63.33333333333333,5.0,10.0,80.0,60.0,41.08333333333334,1.0,,31.495277,19.505,0.17708999
CENTUM.NS,Centum Electronics Limited,39076294656,2644.6,301924885.3643066,Technology,Electronic Components,PASS,,23.333333333333336,80.0,10.0,30.0,70.0,40.83333333333334,1.0,,,53.972,0.06994
RICOAUTO.NS,Rico Auto Industries Limited,14123526144,104.36,528675319.27133536,Consumer Cyclical,Auto Parts,PASS,,30.0,55.0,47.5,20.0,60.0,40.75000000000001,1.0,,27.177084,91.352,0.054970004
MEDPLUS.NS,Medplus Health Services Limited,99478814720,827.0,142710830.38331094,Healthcare,Pharmaceutical Retailers,PASS,,30.0,75.0,12.5,35.0,50.0,40.75000000000001,1.0,,47.942028,64.689,0.04755
BAJEL.NS,Bajel Projects Limited,17986945024,155.31,41468210.426542155,Utilities,Utilities - Regulated Electric,PASS,,16.666666666666668,70.0,30.0,40.0,50.0,40.66666666666667,1.0,,163.4842,15.984,0.03903
BHAGCHEM.NS,Bhagiradha Chemicals & Industries Limited,24219713536,186.45,13643019.137361145,Basic Materials,Agricultural Inputs,PASS,,30.0,42.5,17.5,65.0,60.0,40.62500000000001,1.0,,184.60396,27.379,0.07719
AARTIDRUGS.NS,Aarti Drugs Limited,31476056064,344.7,50504097.675953165,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,43.33333333333333,25.0,32.5,55.0,60.0,40.583333333333336,1.0,,15.583182,39.05,0.06164
ORCHPHARMA.NS,Orchid Pharma Limited,25788129280,508.45,54076594.0925415,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,16.666666666666668,60.0,16.666666666666668,65.0,50.0,40.50000000000001,1.0,,135.9492,22.107,-0.03602
GRMOVER.NS,GRM Overseas Limited,31931695104,153.87,229035024.62373048,Consumer Defensive,Packaged Foods,PASS,,30.0,57.5,12.5,55.0,50.0,40.37500000000001,1.0,,48.38679,44.143,0.042719997
HATSUN.NS,Hatsun Agro Product Limited,211232178176,948.3,20008011.04546305,Consumer Defensive,Packaged Foods,PASS,,30.0,67.5,17.5,25.0,75.0,40.37500000000001,1.0,,60.671783,109.967,0.04615
GOPAL.NS,Gopal Snacks Limited,33505492992,268.8,26864577.089353435,Consumer Defensive,Packaged Foods,PASS,,23.333333333333336,40.0,12.5,80.0,60.0,40.33333333333334,1.0,,840.0,14.964,0.05
BOSCH-HCIL.NS,BOSCH HOME COMFORT INDIA LIMITED,34795106304,1275.0,16561903.683776855,Consumer Cyclical,"Furnishings, Fixtures & Appliances",PASS,,10.0,66.66666666666667,10.0,70.0,50.0,40.16666666666667,1.0,,283.33334,37.841,-0.03255
KPIL.NS,Kalpataru Projects International Limited,184570970112,1080.8,203598928.34762776,Industrials,Engineering & Construction,PASS,,36.666666666666664,50.0,27.5,35.0,60.0,40.16666666666667,1.0,,22.0887,69.688,0.05785
ADANIENSOL.NS,Adani Energy Solutions Limited,1199532670976,996.7,1421925901.0373046,Utilities,Utilities - Independent Power Producers,PASS,,76.66666666666667,42.5,16.666666666666668,10.0,50.0,40.12500000000001,1.0,,53.41372,186.654,0.27335
EPACK.NS,EPACK Durable Limited,23758811136,246.9,153764343.43411663,Consumer Cyclical,"Furnishings, Fixtures & Appliances",PASS,,23.333333333333336,75.0,17.5,35.0,50.0,40.08333333333334,1.0,,57.822014,75.66,0.042280003
JUBLFOOD.NS,Jubilant Foodworks Limited,300132237312,456.35,1227527163.4252188,Consumer Cyclical,Restaurants,PASS,,43.33333333333333,65.0,17.5,10.0,75.0,40.083333333333336,1.0,,93.89918,202.293,0.095979996
MANGLMCEM.NS,Mangalam Cement Limited,22105106432,802.45,98357242.44692993,Basic Materials,Building Materials,PASS,,43.33333333333333,35.0,37.5,35.0,60.0,40.083333333333336,1.0,,27.387373,81.544,0.058390003
BASF.NS,BASF India Limited,148993507328,3442.1,78162177.66673177,Basic Materials,Specialty Chemicals,PASS,,16.666666666666668,27.5,17.5,90.0,75.0,40.04166666666667,1.0,,39.28441,3.857,0.03529
ZUARIIND.NS,ZUARI INDUSTRIES LIMITED,7071542272,237.45,19497322.835554503,Industrials,Conglomerates,PASS,,30.0,50.0,50.0,20.0,60.0,40.00000000000001,1.0,,5.9796023,50.399,-0.058730002
MUNJALAU.NS,Munjal Auto Industries Limited,7491940864,74.91,13955685.641325379,Consumer Cyclical,Auto Parts,PASS,,16.666666666666668,50.0,43.33333333333333,35.0,75.0,39.83333333333334,1.0,,15.35041,87.847,0.041389998
JKCEMENT.NS,JK Cement Limited,384100466688,4971.0,358581838.23333335,Basic Materials,Building Materials,PASS,,43.33333333333333,50.0,16.666666666666668,35.0,60.0,39.66666666666667,1.0,,37.083176,99.562,0.110530004
MANAKCOAT.NS,Manaksia Coated Metals & Industries Limited,11849155584,111.79,174423362.11240235,Industrials,Metal Fabrication,PASS,,36.666666666666664,50.0,27.5,30.0,65.0,39.66666666666667,1.0,,26.808153,30.806,0.07115
SUPRAJIT.NS,Suprajit Engineering Limited,53908262912,393.15,50779855.30330404,Consumer Cyclical,Auto Parts,PASS,,36.666666666666664,42.5,16.666666666666668,45.0,75.0,39.62500000000001,1.0,,38.795654,67.961,0.056799997
TARSONS.NS,Tarsons Products Limited,10073361408,189.29,36297912.70071818,Healthcare,Medical Instruments & Supplies,PASS,,50.0,32.5,30.0,35.0,60.0,39.62500000000001,1.0,,49.29427,63.182,0.060060002
VRLLOG.NS,VRL Logistics Limited,44364021760,253.6,74084766.50413717,Industrials,Trucking,PASS,,50.0,40.0,22.5,25.0,75.0,39.50000000000001,1.0,,18.578756,101.073,0.12319
ASAHIINDIA.NS,Asahi India Glass Limited,208594173952,818.25,63738484.929541014,Consumer Cyclical,Auto Parts,PASS,,50.0,40.0,10.0,45.0,60.0,39.50000000000001,1.0,,67.512375,77.144,0.14148
JKLAKSHMI.NS,JK Lakshmi Cement Limited,73394184192,591.2,130622595.81016439,Basic Materials,Building Materials,PASS,,43.33333333333333,22.5,50.0,35.0,60.0,39.458333333333336,1.0,,15.828649,72.145,0.0756
RAMCOCEM.NS,The Ramco Cements Limited,225848262656,955.8,229468197.1033305,Basic Materials,Building Materials,PASS,,36.666666666666664,55.0,32.5,20.0,60.0,39.41666666666667,1.0,,39.284832,62.153,0.04506
RUSTOMJEE.NS,Keystone Realtors Limited,47804567552,378.7,48170209.07226969,Real Estate,Real Estate - Development,PASS,,30.0,35.0,23.333333333333336,55.0,75.0,39.41666666666667,1.0,,52.37898,43.367,0.02852
NIBE.NS,NIBE Limited,14793354240,990.1,84343904.77006225,Industrials,Conglomerates,PASS,,3.333333333333333,70.0,10.0,70.0,50.0,39.33333333333334,1.0,,,,-0.30374
WALCHANNAG.NS,Walchandnagar Industries Limited,10185807872,150.14,131411202.74672954,Industrials,Engineering & Construction,PASS,,23.333333333333336,50.0,60.0,20.0,50.0,39.33333333333334,1.0,,,55.731,0.15442
MMFL.NS,MM Forgings Limited,20604082176,425.85,53050779.177442424,Industrials,Metal Fabrication,PASS,,43.33333333333333,40.0,30.0,25.0,75.0,39.333333333333336,1.0,,23.724234,140.389,0.10441
RKFORGE.NS,Ramkrishna Forgings Limited,100547764224,555.25,211863920.59545898,Industrials,Metal Fabrication,PASS,,36.666666666666664,55.0,16.666666666666668,35.0,60.0,39.25000000000001,1.0,,46.620487,88.73,0.071890004
HFCL.NS,HFCL Limited,109561413632,71.6,1437953912.8553336,Technology,Communication Equipment,PASS,,36.666666666666664,40.0,17.5,45.0,75.0,39.16666666666667,1.0,,198.88887,41.391,0.15224
JBMA.NS,JBM Auto Limited,114508840960,484.0,229982370.11033732,Consumer Cyclical,Auto Parts,PASS,,36.666666666666664,60.0,12.5,25.0,75.0,39.16666666666667,1.0,,150.77881,218.256,0.08099
SPANDANA.NS,Spandana Sphoorty Financial Limited,19151478784,215.9,37047825.21352081,Financial Services,Credit Services,PASS,,10.0,70.0,70.0,0.0,50.0,39.00000000000001,1.0,,,147.688,-1.6007401
GANECOS.NS,Ganesha Ecosphere Limited,21154392064,789.9,147067334.3694397,Consumer Cyclical,Textile Manufacturing,PASS,,23.333333333333336,40.0,23.333333333333336,55.0,75.0,39.00000000000001,1.0,,53.156128,43.209,0.04008
OPTIEMUS.NS,Optiemus Infracom Limited,29728481280,335.2,62495855.4082957,Technology,Electronics & Computer Distribution,PASS,,36.666666666666664,55.0,10.0,45.0,50.0,38.91666666666667,1.0,,45.175205,32.446,0.05278
KECL.NS,Kirloskar Electric Company Limited,5232245760,78.39,41504386.14773839,Industrials,Specialty Industrial Machinery,PASS,,36.666666666666664,65.0,32.5,10.0,50.0,38.91666666666667,1.0,,48.993748,83.428,0.121709995
JSWSTEEL.NS,JSW Steel Limited,2779243872256,1137.7,1644740059.4382772,Basic Materials,Steel,PASS,,43.33333333333333,50.0,37.5,10.0,60.0,38.833333333333336,1.0,,37.37516,118.74,0.08989
EVEREADY.NS,Eveready Industries India Limited,22128267264,303.6,29006782.87739563,Industrials,Electrical Equipment & Parts,PASS,,30.0,45.0,16.666666666666668,45.0,75.0,38.58333333333334,1.0,,54.900543,75.46,0.07074
AFCONS.NS,Afcons Infrastructure Limited,101876342784,277.0,150542582.78674826,Industrials,Engineering & Construction,PASS,,36.666666666666664,25.0,43.33333333333333,35.0,75.0,38.583333333333336,1.0,,22.63072,66.143,0.10649
