symbol,name,market_cap,last_price,avg_daily_volume_value,sector,industry,red_flag_status,red_flag_reasons,tech_trend,tech_momentum,tech_volume,tech_relative_strength,technical_score,tech_data_coverage
PILANIINVS.NS,Pilani Investment and Industries Corporation Limited,47181074432,4261.2,8924189.099902343,Financial Services,Asset Management,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
BEML.NS,BEML Limited,125405274112,1505.3,481032490.49467367,Industrials,Conglomerates,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
LLOYDSENGG.NS,LLOYDS ENGINEERING WORKS LIMITED,59873837056,40.62,184182423.7374354,Industrials,Specialty Industrial Machinery,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
WHIRLPOOL.NS,Whirlpool of India Limited,104944082944,826.85,351019698.5543823,Consumer Cyclical,"Furnishings, Fixtures & Appliances",PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
WELSPUNLIV.NS,Welspun Living Limited,106661339136,111.5,655303768.7331047,Consumer Cyclical,Textile Manufacturing,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
KOPRAN.NS,Kopran Limited,5562501632,115.2,24468006.525607552,Healthcare,Drug Manufacturers - General,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
ASIANPAINT.NS,Asian Paints Limited,2094720221184,2185.2,2702532032.671509,Basic Materials,Specialty Chemicals,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
MAXESTATES.NS,Max Estates Limited,58897584128,360.35,45018295.78270467,Real Estate,Real Estate - Development,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
AARTIPHARM.NS,Aarti Pharmalabs Limited,58621562880,645.65,128269989.84853312,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
GLOBUSSPR.NS,Globus Spirits Limited,24017899520,829.0,64058061.70779826,Consumer Defensive,Beverages - Wineries & Distilleries,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
MOTISONS.NS,Motisons Jewellers Limited,13000968192,12.97,123483657.82925116,Consumer Cyclical,Luxury Goods,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
CERA.NS,Cera Sanitaryware Limited,57695256576,4475.0,76342277.31875,Industrials,Building Products & Equipment,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
SHRIRAMPPS.NS,Shriram Properties Limited,11971278848,69.96,40065598.84383265,Real Estate,Real Estate - Development,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
REDTAPE.NS,Redtape Limited,62605463552,113.25,79512804.78558248,Consumer Cyclical,Footwear & Accessories,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
PCBL.NS,PCBL Chemical Limited,97716436992,248.35,1524930773.4208953,Basic Materials,Specialty Chemicals,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
RALLIS.NS,Rallis India Limited,46089129984,237.0,150448846.12973532,Basic Materials,Agricultural Inputs,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
CRISIL.NS,CRISIL Limited,299497324544,4092.0,181028906.05786946,Financial Services,Financial Data & Stock Exchanges,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
IOB.NS,Indian Overseas Bank,615395950592,31.94,235952670.5339568,Financial Services,Banks - Regional,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
BALMLAWRIE.NS,Balmer Lawrie & Company Limited,27960506368,163.25,29350618.784891255,Industrials,Conglomerates,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
GREENPANEL.NS,Greenpanel Industries Limited,23720812544,193.32,27283749.447021995,Basic Materials,Lumber & Wood Production,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
KSL.NS,Kalyani Steels Limited,28533514240,653.6,38030121.06083985,Basic Materials,Steel,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
SBCL.NS,Shivalik Bimetal Controls Limited,23467950080,407.4,54971772.053730264,Industrials,Metal Fabrication,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
SUNDROP.NS,Sundrop Brands Limited,23409745920,621.0,13944912.25678711,Consumer Defensive,Packaged Foods,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
GANDHAR.NS,Gandhar Oil Refinery (India) Limited,12592490496,128.5,32043929.72937266,Energy,Oil & Gas Refining & Marketing,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
PARKHOTELS.NS,Apeejay Surrendra Park Hotels Limited,23366612992,109.51,37047684.07714538,Consumer Cyclical,Lodging,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
MOL.NS,Meghmani Organics Limited,10786278400,42.4,33910542.05567945,Basic Materials,Agricultural Inputs,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
SSWL.NS,Steel Strips Wheels Limited,28534607872,181.4,32182193.55552063,Consumer Cyclical,Auto Parts,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
PATELENG.NS,Patel Engineering Limited,22954647552,24.01,139112977.28468603,Industrials,Engineering & Construction,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
KOKUYOCMLN.NS,Kokuyo Camlin Limited,7612056064,75.89,3581130.331415812,Industrials,Business Equipment & Supplies,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
DVL.NS,Dhunseri Ventures Limited,7582610944,216.0,4197616.734270732,Financial Services,Capital Markets,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
TRIDENT.NS,Trident Limited,114621702144,22.47,287934511.3997562,Consumer Cyclical,Textile Manufacturing,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
SOTL.NS,Savita Oil Technologies Limited,22384975872,326.5,8311268.84111735,Basic Materials,Specialty Chemicals,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
ALICON.NS,Alicon Castalloy Limited,10932613120,669.2,8951598.049985759,Industrials,Metal Fabrication,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
BALKRISIND.NS,Balkrishna Industries Limited,419498295296,2170.0,620054749.4492757,Consumer Cyclical,Auto Parts,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
PGEL.NS,PG Electroplast Limited,139512135680,490.25,1870395783.4055154,Technology,Electronic Components,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
PRUDENT.NS,Prudent Corporate Advisory Services Limited,91905646592,2219.2,98322627.9285319,Financial Services,Asset Management,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
HYUNDAI.NS,Hyundai Motor India Limited,1587705413632,1954.0,1081409234.1095254,Consumer Cyclical,Auto Manufacturers,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
GOLDIAM.NS,Goldiam International Limited,32892964864,291.3,455131110.3317474,Consumer Cyclical,Luxury Goods,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
PANAMAPET.NS,Panama Petrochem Limited,15877414912,262.0,10190811.038044231,Energy,Oil & Gas Refining & Marketing,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
MAITHANALL.NS,Maithan Alloys Limited,26669090816,916.1,36625974.37688802,Basic Materials,Steel,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
TCI.NS,Transport Corporation of India Limited,73359400960,955.9,22000179.753456626,Industrials,Integrated Freight & Logistics,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
INSECTICID.NS,Insecticides (India) Limited,16563943424,569.25,14528531.254608154,Basic Materials,Agricultural Inputs,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
GMMPFAUDLR.NS,GMM Pfaudler Limited,38386823168,853.35,81433909.37570395,Industrials,Specialty Industrial Machinery,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
CROMPTON.NS,Crompton Greaves Consumer Electricals Limited,159281790976,243.7,780701568.0731053,Consumer Cyclical,"Furnishings, Fixtures & Appliances",PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
HINDWAREAP.NS,Hindware Home Innovation Limited,16430523392,196.3,28308692.328330483,Consumer Cyclical,"Furnishings, Fixtures & Appliances",PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
COROMANDEL.NS,Coromandel International Limited,585693790208,1987.3,662587891.6496135,Basic Materials,Agricultural Inputs,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
SHYAMMETL.NS,Shyam Metalics and Energy Limited,209881595904,754.35,116550725.94507447,Basic Materials,Steel,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
FLUOROCHEM.NS,Gujarat Fluorochemicals Limited,328539373568,2990.8,218327676.33714193,Basic Materials,Specialty Chemicals,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
DDEVPLSTIK.NS,Ddev Plastiks Industries Limited,25915729920,250.45,19130135.718045045,Basic Materials,Specialty Chemicals,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
BOSCH-HCIL.NS,BOSCH HOME COMFORT INDIA LIMITED,34795106304,1275.0,16561903.683776855,Consumer Cyclical,"Furnishings, Fixtures & Appliances",PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
IPL.NS,India Pesticides Limited,15997182976,138.78,26082934.789194744,Basic Materials,Agricultural Inputs,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
GUJALKALI.NS,Gujarat Alkalies and Chemicals Limited,31273351168,425.6,14429795.127200317,Basic Materials,Chemicals,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
JKCEMENT.NS,JK Cement Limited,384100466688,4971.0,358581838.23333335,Basic Materials,Building Materials,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
NSLNISP.NS,NMDC Steel Limited,105173901312,35.88,154500077.39344585,Basic Materials,Steel,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
BHAGCHEM.NS,Bhagiradha Chemicals & Industries Limited,24219713536,186.45,13643019.137361145,Basic Materials,Agricultural Inputs,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
BFINVEST.NS,BF Investment Limited,13909123072,366.9,7081827.7773040775,Financial Services,Asset Management,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
CENTENKA.NS,Century Enka Limited,8939210752,407.95,7768419.819659424,Consumer Cyclical,Textile Manufacturing,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
ATL.NS,Allcargo Terminals Limited,6756543488,23.15,6689493.4387050625,Industrials,Integrated Freight & Logistics,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
XPROINDIA.NS,Xpro India Limited,18651869184,793.4,28562525.017934162,Basic Materials,Specialty Chemicals,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
KRBL.NS,KRBL Limited,67179184128,293.5,174488176.00730795,Consumer Defensive,Packaged Foods,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
TRANSRAILL.NS,Transrail Lighting Limited,65919713280,491.0,318167676.04588723,Industrials,Engineering & Construction,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
REPRO.NS,Repro India Limited,5128366080,357.0,13163995.072809855,Industrials,Specialty Business Services,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
MOSCHIP.NS,Moschip Technologies Limited,31800551424,164.8,352122668.5435994,Technology,Semiconductor Equipment & Materials,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
DHANUKA.NS,Dhanuka Agritech Limited,43248144384,959.4,49378736.208465576,Basic Materials,Agricultural Inputs,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
EKC.NS,Everest Kanto Cylinder Limited,11724981248,104.35,44074022.81307755,Industrials,Specialty Industrial Machinery,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
GARUDA.NS,Garuda Construction and Engineering Limited,14434496512,155.14,216746525.30161744,Industrials,Engineering & Construction,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
DBREALTY.NS,Valor Estate Limited,52776181760,97.3,324475228.1633573,Real Estate,Real Estate - Development,PASS,,20.0,37.5,16.666666666666668,100.0,36.58333333333334,1.0
ALLDIGI.NS,Alldigi Tech Limited,11492745216,754.2,12336462.81148885,Industrials,Specialty Business Services,PASS,,17.5,40.0,16.666666666666668,100.0,36.45833333333334,1.0
SANATHAN.NS,Sanathan Textiles Limited,32495560704,385.0,10080711.22502238,Consumer Cyclical,Textile Manufacturing,PASS,,17.5,40.0,16.666666666666668,100.0,36.45833333333334,1.0
ROUTE.NS,ROUTE MOBILE LIMITED,28556804096,453.3,180001208.97763062,Communication Services,Telecom Services,PASS,,30.0,25.0,16.666666666666668,100.0,36.33333333333334,1.0
MASTEK.NS,Mastek Limited,45807869952,1477.8,189758748.479541,Technology,Information Technology Services,PASS,,30.0,25.0,16.666666666666668,100.0,36.33333333333334,1.0
SCODATUBES.NS,Scoda Tubes Limited,7020124672,117.18,20887020.300794728,Basic Materials,Steel,PASS,,23.333333333333336,32.5,16.666666666666668,100.0,36.25000000000001,1.0
ABLBL.NS,Aditya Birla Lifestyle Brands Limited,118676996096,97.55,268973676.67563426,Consumer Cyclical,Apparel Retail,PASS,,23.333333333333336,32.5,16.666666666666668,100.0,36.25000000000001,1.0
AUTOAXLES.NS,Automotive Axles Limited,26264696832,1737.0,33746540.110750325,Consumer Cyclical,Auto Parts,PASS,,25.0,30.0,16.666666666666668,100.0,36.083333333333336,1.0
BPCL.NS,Bharat Petroleum Corporation Limited,1339513634816,308.75,3151326317.8700147,Energy,Oil & Gas Refining & Marketing,PASS,,25.0,30.0,16.666666666666668,100.0,36.083333333333336,1.0
CRAFTSMAN.NS,Craftsman Automation Limited,156516483072,6561.0,327958889.05,Consumer Cyclical,Auto Parts,PASS,,25.0,30.0,16.666666666666668,100.0,36.083333333333336,1.0
DABUR.NS,Dabur India Limited,798604001280,450.25,730432301.8175517,Consumer Defensive,Household & Personal Products,PASS,,25.0,30.0,16.666666666666668,100.0,36.083333333333336,1.0
RAMCOCEM.NS,The Ramco Cements Limited,225848262656,955.8,229468197.1033305,Basic Materials,Building Materials,PASS,,25.0,30.0,16.666666666666668,100.0,36.083333333333336,1.0
AVL.NS,Aditya Vision Limited,57167003648,442.5,83965599.62843934,Consumer Cyclical,Specialty Retail,PASS,,25.0,30.0,16.666666666666668,100.0,36.083333333333336,1.0
EQUITASBNK.NS,Equitas Small Finance Bank Limited,63713644544,55.79,184113129.97485897,Financial Services,Banks - Regional,PASS,,25.0,30.0,16.666666666666668,100.0,36.083333333333336,1.0
LICI.NS,Life Insurance Corporation Of India,4858230341632,768.1,1337804932.8960042,Financial Services,Insurance - Life,PASS,,25.0,30.0,16.666666666666668,100.0,36.083333333333336,1.0
VSTTILLERS.NS,V.S.T Tillers Tractors Limited,42689544192,4939.0,122336735.96666667,Industrials,Farm & Heavy Construction Machinery,PASS,,25.0,30.0,16.666666666666668,100.0,36.083333333333336,1.0
ICICIBANK.NS,ICICI Bank Limited,8973914734592,1253.8,19661465796.735535,Financial Services,Banks - Regional,PASS,,25.0,30.0,16.666666666666668,100.0,36.083333333333336,1.0
PHOENIXLTD.NS,The Phoenix Mills Limited,550012059648,1536.1,673994185.0986654,Real Estate,Real Estate - Diversified,PASS,,25.0,30.0,16.666666666666668,100.0,36.083333333333336,1.0
GLAND.NS,Gland Pharma Limited,263939784704,1602.0,174475482.54333088,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,25.0,30.0,16.666666666666668,100.0,36.083333333333336,1.0
YESBANK.NS,Yes Bank Limited,587090755584,18.7,1582389445.8069901,Financial Services,Banks - Regional,PASS,,25.0,30.0,16.666666666666668,100.0,36.083333333333336,1.0
MSUMI.NS,Motherson Sumi Wiring India Limited,257175846912,38.78,224291884.45349312,Consumer Cyclical,Auto Parts,PASS,,25.0,30.0,16.666666666666668,100.0,36.083333333333336,1.0
JKLAKSHMI.NS,JK Lakshmi Cement Limited,73394184192,591.2,130622595.81016439,Basic Materials,Building Materials,PASS,,20.0,35.0,16.666666666666668,100.0,35.83333333333334,1.0
WCIL.NS,Western Carriers (India) Limited,9602142208,94.18,15941031.392690785,Industrials,Integrated Freight & Logistics,PASS,,20.0,35.0,16.666666666666668,100.0,35.83333333333334,1.0
MUFTI.NS,Credo Brands Marketing Limited,5034151936,77.01,16394098.97992579,Consumer Cyclical,Apparel Retail,PASS,,20.0,35.0,16.666666666666668,100.0,35.83333333333334,1.0
PRESTIGE.NS,Prestige Estates Projects Limited,531391873024,1233.7,934108987.9154867,Real Estate,Real Estate - Diversified,PASS,,20.0,35.0,16.666666666666668,100.0,35.83333333333334,1.0
KALAMANDIR.NS,Sai Silks (Kalamandir) Limited,14599241728,98.72,70515429.49630356,Consumer Cyclical,Apparel Retail,PASS,,20.0,35.0,16.666666666666668,100.0,35.83333333333334,1.0
UNIMECH.NS,Unimech Aerospace and Manufacturing Limited,41224589312,810.6,59988442.08326823,Industrials,Aerospace & Defense,PASS,,17.5,37.5,16.666666666666668,100.0,35.70833333333334,1.0
UNIECOM.NS,Unicommerce Esolutions Limited,10479243264,93.24,246650018.82365137,Technology,Software - Application,PASS,,17.5,37.5,16.666666666666668,100.0,35.70833333333334,1.0
EXCELINDUS.NS,Excel Industries Limited,11026360320,876.35,10582257.686010743,Basic Materials,Specialty Chemicals,PASS,,17.5,37.5,16.666666666666668,100.0,35.70833333333334,1.0
ELECON.NS,Elecon Engineering Company Limited,83364577280,371.5,196000664.05730793,Industrials,Specialty Industrial Machinery,PASS,,17.5,37.5,16.666666666666668,100.0,35.70833333333334,1.0
PIIND.NS,PI Industries Limited,436404682752,2876.7,894329839.705542,Basic Materials,Agricultural Inputs,PASS,,17.5,37.5,16.666666666666668,100.0,35.70833333333334,1.0
VENUSPIPES.NS,Venus Pipes & Tubes Limited,20129198080,967.5,81259006.77805176,Basic Materials,Steel,PASS,,17.5,37.5,16.666666666666668,100.0,35.70833333333334,1.0
TANLA.NS,Tanla Platforms Limited,54541430784,412.65,173523201.59602255,Technology,Software - Application,PASS,,17.5,37.5,16.666666666666668,100.0,35.70833333333334,1.0
SARLAPOLY.NS,Sarla Performance Fibers Limited,6241014272,74.74,14834838.149656678,Consumer Cyclical,Textile Manufacturing,PASS,,17.5,37.5,16.666666666666668,100.0,35.70833333333334,1.0
SATIA.NS,Satia Industries Limited,5950000128,59.5,7067775.198175812,Basic Materials,Paper & Paper Products,PASS,,17.5,37.5,16.666666666666668,100.0,35.70833333333334,1.0
IOLCP.NS,IOL Chemicals and Pharmaceuticals Limited,19857137664,67.65,66395780.03121669,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,17.5,37.5,16.666666666666668,100.0,35.70833333333334,1.0
WINDMACHIN.NS,Windsor Machines Limited,20506482688,233.5,10311774.141184488,Industrials,Specialty Industrial Machinery,PASS,,17.5,37.5,16.666666666666668,100.0,35.70833333333334,1.0
MEDANTA.NS,Global Health Limited,283287126016,1054.3,147832174.08475748,Healthcare,Medical Care Facilities,PASS,,17.5,37.5,16.666666666666668,100.0,35.70833333333334,1.0
MIDHANI.NS,Mishra Dhatu Nigam Limited,57029885952,303.8,179706578.39993387,Basic Materials,Steel,PASS,,17.5,37.5,16.666666666666668,100.0,35.70833333333334,1.0
UDS.NS,Updater Services Limited,9613709312,142.35,33690773.41692912,Industrials,Specialty Business Services,PASS,,17.5,37.5,16.666666666666668,100.0,35.70833333333334,1.0
CAMLINFINE.NS,Camlin Fine Sciences Limited,25665361920,133.61,130177138.64983216,Basic Materials,Specialty Chemicals,PASS,,17.5,37.5,16.666666666666668,100.0,35.70833333333334,1.0
ETHOSLTD.NS,Ethos Limited,51877814272,1938.8,73148144.95972086,Consumer Cyclical,Luxury Goods,PASS,,20.0,30.0,23.333333333333336,100.0,35.66666666666667,1.0
GREENLAM.NS,Greenlam Industries Limited,53034369024,207.26,5440542.891356405,Consumer Cyclical,"Furnishings, Fixtures & Appliances",PASS,,20.0,30.0,23.333333333333336,100.0,35.66666666666667,1.0
SNOWMAN.NS,Snowman Logistics Limited,5698614272,34.08,12306035.018935394,Industrials,Integrated Freight & Logistics,PASS,,20.0,30.0,23.333333333333336,100.0,35.66666666666667,1.0
TCIEXP.NS,TCI Express Limited,18110711808,471.4,13841134.406885782,Industrials,Integrated Freight & Logistics,PASS,,20.0,30.0,23.333333333333336,100.0,35.66666666666667,1.0
CRIZAC.NS,Crizac Limited,34209077248,195.5,47052006.50727539,Consumer Defensive,Education & Training Services,PASS,,23.333333333333336,30.0,16.666666666666668,100.0,35.50000000000001,1.0
EFCIL.NS,EFC (I) Limited,27242514432,198.44,121431050.61810201,Real Estate,Real Estate Services,PASS,,23.333333333333336,30.0,16.666666666666668,100.0,35.50000000000001,1.0
SOBHA.NS,Sobha Limited,135574519808,1268.1,144315137.80384523,Real Estate,Real Estate - Development,PASS,,20.0,32.5,16.666666666666668,100.0,35.08333333333334,1.0
GSPL.NS,Gujarat State Petronet Limited,149085093888,264.15,201507163.42780355,Utilities,Utilities - Regulated Gas,PASS,,20.0,32.5,16.666666666666668,100.0,35.08333333333334,1.0
SAURASHCEM.NS,Saurashtra Cement Limited,6593503744,59.24,6180038.394291687,Basic Materials,Building Materials,PASS,,20.0,32.5,16.666666666666668,100.0,35.08333333333334,1.0
LLOYDSENT.NS,Lloyds Enterprises Limited,72205901824,47.3,195784390.93956134,Basic Materials,Steel,PASS,,20.0,32.5,16.666666666666668,100.0,35.08333333333334,1.0
VMART.NS,V-Mart Retail Limited,40936411136,512.4,64744297.23764648,Consumer Cyclical,Department Stores,PASS,,20.0,32.5,16.666666666666668,100.0,35.08333333333334,1.0
JSWHL.NS,JSW Holdings Limited,170940628992,15379.0,28365649.2,Industrials,Conglomerates,PASS,,20.0,32.5,16.666666666666668,100.0,35.08333333333334,1.0
SFL.NS,Sheela Foam Limited,54768488448,503.8,153832206.73468018,Consumer Cyclical,"Furnishings, Fixtures & Appliances",PASS,,20.0,32.5,16.666666666666668,100.0,35.08333333333334,1.0
SIS.NS,SIS LIMITED,39193763840,277.3,40028759.15848694,Industrials,Security & Protection Services,PASS,,20.0,32.5,16.666666666666668,100.0,35.08333333333334,1.0
TRITURBINE.NS,Triveni Turbine Limited,142733524992,449.0,271720892.19591063,Industrials,Specialty Industrial Machinery,PASS,,20.0,32.5,16.666666666666668,100.0,35.08333333333334,1.0
5PAISA.NS,5Paisa Capital Limited,9320860672,298.25,20254926.899224855,Financial Services,Capital Markets,PASS,,20.0,32.5,16.666666666666668,100.0,35.08333333333334,1.0
GEECEE.NS,GeeCee Ventures Limited,5521741312,264.05,1481171.3611175537,Real Estate,Real Estate - Development,PASS,,20.0,32.5,16.666666666666668,100.0,35.08333333333334,1.0
BSOFT.NS,BIRLASOFT LIMITED,99916341248,357.5,840267690.3151652,Technology,Information Technology Services,PASS,,20.0,32.5,16.666666666666668,100.0,35.08333333333334,1.0
OBEROIRLTY.NS,Oberoi Realty Limited,520683585536,1431.8,714495104.4665974,Real Estate,Real Estate - Development,PASS,,20.0,32.5,16.666666666666668,100.0,35.08333333333334,1.0
EMIL.NS,Electronics Mart India Limited,35085242368,91.19,125222000.42714462,Consumer Cyclical,Specialty Retail,PASS,,20.0,32.5,16.666666666666668,100.0,35.08333333333334,1.0
OSWALGREEN.NS,Oswal Greentech Limited,6068400128,23.63,5070430.72335434,Financial Services,Asset Management,PASS,,20.0,32.5,16.666666666666668,100.0,35.08333333333334,1.0
GHCL.NS,GHCL Limited,41002631168,446.0,52244417.34450887,Basic Materials,Chemicals,PASS,,20.0,32.5,16.666666666666668,100.0,35.08333333333334,1.0
PURVA.NS,Puravankara Limited,42018177024,177.18,146933376.52942303,Real Estate,Real Estate - Development,PASS,,20.0,32.5,16.666666666666668,100.0,35.08333333333334,1.0
GENUSPOWER.NS,Genus Power Infrastructures Limited,67351252992,238.6,133219287.07728526,Industrials,Electrical Equipment & Parts,PASS,,20.0,32.5,16.666666666666668,100.0,35.08333333333334,1.0
TNPETRO.NS,Tamilnadu PetroProducts Limited,7356726272,81.69,12923312.875765229,Basic Materials,Specialty Chemicals,PASS,,20.0,32.5,16.666666666666668,100.0,35.08333333333334,1.0
INDRAMEDCO.NS,Indraprastha Medical Corporation Limited,34823892992,379.7,95225486.3632314,Healthcare,Medical Care Facilities,PASS,,20.0,32.5,16.666666666666668,100.0,35.08333333333334,1.0
GULFOILLUB.NS,Gulf Oil Lubricants India Limited,48268808192,977.1,45580676.82538452,Basic Materials,Specialty Chemicals,PASS,,20.0,32.5,16.666666666666668,100.0,35.08333333333334,1.0
FDC.NS,FDC Limited,56560222208,347.4,29090997.461760458,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,20.0,32.5,16.666666666666668,100.0,35.08333333333334,1.0
NCLIND.NS,NCL Industries Limited,7759653888,171.54,19351213.53234253,Basic Materials,Building Materials,PASS,,20.0,32.5,16.666666666666668,100.0,35.08333333333334,1.0
RAILTEL.NS,Railtel Corporation Of India Limited,87375478784,272.25,434174157.05861104,Communication Services,Telecom Services,PASS,,20.0,32.5,16.666666666666668,100.0,35.08333333333334,1.0
CMSINFO.NS,CMS Info Systems Limited,47943745536,292.3,171579185.757607,Industrials,Specialty Business Services,PASS,,20.0,32.5,16.666666666666668,100.0,35.08333333333334,1.0
GLOSTERLTD.NS,Gloster Limited,5799927808,530.0,1176983.0069213868,Consumer Cyclical,Textile Manufacturing,PASS,,20.0,32.5,16.666666666666668,100.0,35.08333333333334,1.0
GSFC.NS,Gujarat State Fertilizers & Chemicals Limited,60700082176,152.36,162728526.23381093,Basic Materials,Agricultural Inputs,PASS,,20.0,32.5,16.666666666666668,100.0,35.08333333333334,1.0
BCLIND.NS,Bcl Industries Limited,7886764032,26.72,18518618.034755263,Consumer Defensive,Beverages - Wineries & Distilleries,PASS,,20.0,32.5,16.666666666666668,100.0,35.08333333333334,1.0
POWERMECH.NS,Power Mech Projects Limited,61088997376,1932.2,155269458.53700766,Industrials,Engineering & Construction,PASS,,20.0,32.5,16.666666666666668,100.0,35.08333333333334,1.0
CHALET.NS,Chalet Hotels Limited,158906826752,725.15,103791671.63969727,Consumer Cyclical,Lodging,PASS,,20.0,32.5,16.666666666666668,100.0,35.08333333333334,1.0
THEMISMED.NS,Themis Medicare Limited,7054689792,76.56,8269945.249266053,Healthcare,Drug Manufacturers - Specialty & Generic,PASS,,20.0,32.5,16.666666666666668,100.0,35.08333333333334,1.0
SUDARSCHEM.NS,Sudarshan Chemical Industries Limited,63545958400,808.35,73846869.40001424,Basic Materials,Specialty Chemicals,PASS,,20.0,32.5,16.666666666666668,100.0,35.08333333333334,1.0
MOTILALOFS.NS,Motilal Oswal Financial Services Limited,402411126784,668.85,535699536.9826945,Financial Services,Capital Markets,PASS,,20.0,32.5,16.666666666666668,100.0,35.08333333333334,1.0
JUBLINGREA.NS,Jubilant Ingrevia Limited,86075555840,544.45,134289124.65857342,Basic Materials,Specialty Chemicals,PASS,,20.0,32.5,16.666666666666668,100.0,35.08333333333334,1.0
